Application_number,Country,SOP,PS,LOR,GRE,Research,IELTS,Experience,Admit
132108,USA,3.4,4.4,4.4,312,1,1,2,1
119156,USA,2.2,4.5,3.1,305,1,0,1,0
150246,INT,1.6,4.7,3.8,324,0,0,2,1
107043,USA,4.0,1.2,3.9,272,0,1,2,0
153600,USA,3.3,4.6,1.8,263,1,0,1,0
128871,INT,4.2,4.4,4.9,325,0,1,2,1
134177,INT,3.4,4.6,1.5,305,0,0,1,0
164459,USA,4.9,4.6,2.6,302,1,0,2,0
124998,INT,3.1,3.3,1.6,317,1,0,2,1
156319,USA,1.9,2.4,1.5,290,0,1,2,1
199317,USA,4.9,4.6,4.1,335,0,0,1,1
122384,INT,1.1,1.6,2.3,322,0,1,2,1
125830,USA,2.5,3.0,4.7,306,1,0,1,1
156463,USA,4.3,4.8,2.1,294,1,0,2,0
137613,USA,1.7,4.1,3.7,301,0,1,2,1
112618,USA,2.1,3.5,4.5,323,0,0,1,0
109108,INT,3.5,4.6,1.0,324,1,0,2,0
140521,INT,4.3,2.4,1.3,295,1,0,2,1
116301,INT,4.4,1.6,3.3,327,0,1,2,0
141563,INT,2.5,3.7,3.6,272,0,1,2,1
159009,INT,4.6,2.8,2.0,274,0,1,2,1
168803,USA,3.4,1.8,2.9,267,0,1,2,1
190089,INT,2.4,4.2,3.9,312,0,0,2,1
104546,USA,1.3,3.7,3.2,286,1,1,1,0
149457,INT,1.6,2.9,1.7,329,0,0,1,1
161624,INT,4.3,1.9,3.4,319,0,1,1,0
112162,USA,2.7,4.5,2.7,270,1,1,2,1
150940,INT,2.2,3.8,3.0,326,1,1,1,0
155686,USA,4.6,3.8,1.5,303,0,0,1,0
104267,USA,4.1,3.4,1.9,268,0,0,2,1
174258,INT,4.3,3.5,2.0,314,1,0,2,0
143787,INT,2.5,4.2,4.9,278,0,0,1,0
146532,INT,3.1,3.4,1.2,327,0,0,1,0
130165,USA,1.0,3.2,5.0,292,0,1,1,1
112831,INT,2.5,4.8,1.8,289,1,1,2,0
111615,USA,2.6,4.9,4.1,290,0,1,2,1
190106,USA,1.8,3.0,4.4,292,0,0,1,1
181431,INT,4.0,2.9,1.1,307,1,1,2,1
140284,USA,1.1,3.4,4.3,281,0,0,1,1
114806,USA,1.5,3.7,2.0,304,1,0,2,0
155822,USA,2.1,3.2,1.5,313,0,1,1,1
162803,INT,2.1,3.8,5.0,287,1,0,2,0
143928,INT,2.9,2.4,2.4,294,1,1,2,1
132063,USA,1.6,2.9,4.0,280,0,1,1,0
100345,INT,4.8,4.3,2.5,279,0,0,1,1
150654,USA,3.3,4.4,1.4,306,0,1,1,0
197037,USA,1.6,4.3,2.9,271,0,0,1,1
168034,USA,2.4,4.2,3.8,336,1,1,1,0
175420,INT,4.3,3.7,4.3,284,1,0,1,0
158430,USA,2.0,1.2,3.0,267,0,0,2,0
103456,USA,2.9,4.0,3.5,261,1,1,1,1
183608,USA,1.1,4.7,3.7,270,1,1,1,1
167014,INT,4.2,3.5,3.8,313,0,1,2,0
186260,USA,4.6,3.0,4.2,332,0,0,2,0
174832,INT,3.8,1.6,2.8,280,1,0,1,1
152663,INT,2.1,3.5,1.4,300,1,1,2,0
130085,INT,1.4,3.2,1.9,283,1,0,1,0
107674,USA,2.6,1.8,1.1,307,0,1,1,1
189293,USA,3.5,3.0,3.0,289,1,0,2,0
162581,INT,4.4,4.6,4.2,306,0,1,2,0
175429,INT,1.7,3.2,3.8,305,1,0,2,0
172591,INT,3.5,1.9,4.1,337,0,0,1,1
120709,USA,2.0,2.9,2.3,321,0,1,1,1
131711,INT,1.1,3.7,3.8,276,1,1,2,0
129344,INT,2.9,2.2,4.1,297,1,0,2,0
133241,INT,4.4,1.2,2.6,303,1,0,1,0
196894,INT,1.2,3.0,1.7,269,0,0,1,1
194813,INT,3.3,1.6,4.4,272,0,1,1,0
168585,USA,1.6,4.8,3.4,320,0,1,2,1
112574,USA,4.0,1.7,3.9,277,0,0,1,1
141753,USA,2.2,3.9,4.8,260,1,0,1,1
120339,INT,4.0,1.6,2.1,291,1,1,2,1
153444,INT,3.6,2.5,4.0,262,1,0,2,1
156942,INT,1.6,2.6,1.7,281,0,0,2,1
144972,INT,1.7,4.5,1.5,309,1,1,1,1
194236,INT,1.3,1.6,4.0,312,0,1,2,0
100527,USA,2.3,4.5,2.1,330,1,0,2,0
128572,USA,4.4,2.1,1.8,276,1,1,2,0
143208,INT,1.4,3.5,3.5,303,0,1,2,0
116658,USA,4.7,3.4,1.0,264,1,1,1,1
134104,INT,4.0,2.9,1.1,281,1,0,1,0
141043,INT,1.6,2.5,2.6,286,0,0,2,1
130664,USA,2.6,2.2,1.0,273,1,1,1,1
163118,INT,4.7,4.9,2.3,260,1,1,1,1
164919,USA,4.0,3.2,2.8,297,1,1,1,0
124613,INT,3.3,4.8,2.0,287,1,1,2,0
168642,INT,1.4,1.9,1.0,273,0,0,2,0
115914,USA,3.8,2.0,1.4,294,0,0,2,0
162787,INT,1.8,1.7,1.6,315,0,0,2,0
126293,INT,1.2,4.5,2.4,296,0,1,1,1
133928,USA,3.8,1.3,2.9,321,1,1,2,0
196862,INT,4.8,3.2,1.3,309,1,1,1,0
146745,INT,3.5,4.1,1.0,321,1,0,2,0
171655,USA,3.4,5.0,3.9,298,0,1,2,0
117863,INT,2.8,3.1,4.0,336,0,0,2,1
136336,USA,4.9,3.9,4.6,316,1,0,1,0
192041,INT,2.6,2.3,1.5,278,1,1,1,1
173037,USA,2.3,2.7,1.2,321,1,1,2,1
165323,USA,3.9,2.9,2.0,337,1,0,1,1
142864,INT,2.1,2.2,3.3,314,1,0,1,1
185674,USA,2.4,3.3,3.5,333,1,1,1,1
143405,INT,2.8,4.1,3.5,265,1,0,2,0
137882,INT,2.0,4.1,4.4,292,1,1,2,1
136075,USA,3.6,2.8,3.1,323,1,1,1,0
168632,USA,3.2,3.3,1.2,273,0,0,1,0
186409,USA,2.0,3.5,3.9,280,0,1,1,1
141677,INT,4.6,4.0,1.8,329,1,0,1,0
142307,USA,2.0,3.8,3.2,306,1,1,1,0
160965,INT,1.7,1.9,3.7,262,0,1,2,0
112315,USA,2.5,4.9,4.1,295,1,1,1,1
182082,USA,1.9,1.0,1.7,270,1,0,1,1
127705,INT,4.4,1.2,4.7,293,1,0,2,0
133140,INT,1.7,2.9,4.1,265,0,1,1,0
114780,INT,4.4,2.6,2.9,329,0,0,2,1
136833,USA,3.2,3.7,3.3,297,1,1,1,1
198580,INT,3.4,4.5,3.6,304,1,1,1,0
129161,USA,1.0,1.8,3.2,318,0,0,1,1
162960,USA,1.2,1.2,3.0,296,1,0,1,0
184989,USA,2.7,2.7,1.8,277,0,1,1,1
106800,USA,2.4,3.4,2.4,312,1,0,1,0
185074,INT,3.7,4.4,4.5,314,0,1,1,1
160095,USA,1.1,2.6,3.5,283,1,1,2,0
193907,INT,1.6,2.6,2.0,298,0,1,2,1
194741,USA,1.6,1.3,1.5,264,1,0,1,0
174355,INT,1.6,3.2,4.6,314,0,0,2,1
131433,INT,1.8,3.9,1.9,262,1,1,2,1
193087,INT,4.8,3.7,1.1,296,1,1,1,1
197949,USA,3.0,3.8,1.8,292,1,1,2,1
111944,INT,3.2,4.9,4.4,265,1,1,2,1
167275,USA,2.2,2.4,3.2,288,0,1,2,0
170847,USA,2.7,2.1,2.2,319,1,0,2,0
183585,USA,1.6,3.9,1.7,271,0,1,2,0
195484,INT,3.3,4.3,1.9,338,0,0,2,0
157083,USA,1.4,4.7,2.5,330,1,0,1,1
111601,USA,1.8,2.7,4.1,266,0,1,2,1
192423,INT,3.3,3.8,3.6,274,0,1,1,1
161168,INT,4.2,1.1,1.8,299,0,0,2,1
100906,USA,1.5,4.5,3.7,327,1,0,2,0
138254,USA,2.2,2.4,2.1,311,1,1,1,1
104631,INT,4.9,4.2,1.3,321,1,1,2,0
173913,USA,2.5,4.8,1.4,284,1,0,2,1
106315,USA,4.1,2.9,4.6,299,0,0,2,0
116605,INT,1.8,3.9,4.2,285,1,0,1,1
123862,INT,2.3,4.4,4.1,272,1,1,1,0
182272,USA,4.9,3.9,2.9,303,1,1,1,0
150586,INT,3.8,4.3,2.5,317,0,1,1,1
125773,INT,2.7,4.6,3.5,335,0,1,1,0
176702,INT,4.7,1.7,2.1,319,0,1,1,1
121606,INT,4.5,1.3,3.8,323,1,0,1,1
199940,USA,3.0,4.0,2.0,298,0,1,2,0
107772,INT,4.3,3.9,3.2,322,0,0,2,1
180079,USA,1.8,3.2,1.2,281,0,0,2,1
119983,USA,1.6,2.7,4.8,302,1,0,2,1
178356,INT,2.4,2.1,3.3,299,1,0,2,1
120714,INT,2.0,2.0,4.2,304,0,1,2,1
113597,USA,1.3,4.6,4.6,293,1,0,2,0
120103,INT,1.3,2.7,3.0,268,0,0,1,1
191263,INT,4.7,1.2,3.8,269,1,0,2,0
145636,USA,4.1,1.8,1.7,334,1,1,2,1
125020,USA,4.3,1.2,4.5,269,1,1,2,0
197317,INT,3.4,1.1,4.4,317,1,1,1,1
158572,INT,1.3,2.3,5.0,318,0,1,2,1
140334,USA,2.7,1.8,3.4,333,1,1,1,0
151043,INT,3.2,2.0,3.2,269,1,1,2,1
166175,INT,3.4,1.2,1.3,336,1,0,2,1
169855,INT,4.8,3.9,4.9,317,1,0,2,1
128956,INT,3.1,2.0,2.8,290,0,0,2,1
135091,USA,4.9,1.2,4.2,290,1,1,1,0
176194,INT,1.0,2.2,3.6,334,1,1,1,0
169033,USA,4.4,3.7,2.5,337,1,0,2,0
147756,INT,1.3,1.1,1.2,295,1,1,1,1
174731,USA,2.6,3.4,3.5,275,0,0,1,1
185886,INT,3.7,3.3,2.8,272,0,0,1,0
165806,USA,2.1,2.3,2.9,321,1,1,1,0
193615,INT,3.0,4.1,2.9,334,1,0,1,1
183316,USA,1.6,2.8,1.9,322,1,0,1,0
192625,USA,2.6,2.7,1.7,275,1,1,2,1
127853,USA,2.5,3.9,4.4,328,1,1,2,0
180665,INT,1.7,4.1,3.8,290,1,1,1,1
126521,USA,3.4,1.5,1.9,264,0,0,2,1
185660,USA,3.7,1.3,2.9,298,0,1,1,1
118609,INT,1.8,3.7,3.4,320,0,0,1,0
130945,USA,3.6,4.2,2.2,289,1,0,2,1
120408,USA,4.4,2.9,1.4,326,1,1,2,1
113071,INT,3.8,3.2,1.6,334,1,1,1,1
133270,INT,4.9,3.9,2.3,293,1,0,1,1
101411,USA,1.3,2.3,4.4,265,0,0,1,0
185350,USA,3.9,3.4,1.8,286,0,0,1,1
113664,INT,3.7,3.1,1.2,260,1,1,2,0
131096,USA,4.4,4.5,2.4,301,0,0,2,0
166675,INT,3.4,3.5,4.0,295,1,0,1,0
190674,INT,1.6,3.3,4.4,337,1,0,2,1
155949,USA,3.3,4.8,3.5,263,1,0,1,1
116468,USA,4.6,3.2,3.2,282,1,1,2,1
136644,INT,4.7,2.1,1.7,338,0,0,1,0
116902,USA,3.3,1.6,4.2,298,0,0,1,1
163384,INT,4.5,1.9,3.3,321,0,1,2,0
181099,INT,2.1,1.5,2.6,311,1,0,2,0
158748,USA,1.9,1.7,3.8,299,1,0,1,0
168597,USA,1.5,4.9,5.0,318,0,0,2,0
119604,USA,2.9,4.0,1.1,325,0,1,1,0
184671,INT,2.3,2.6,4.0,332,0,1,2,1
106354,INT,2.4,3.6,2.9,307,1,1,2,0
198526,USA,1.5,1.6,4.1,326,0,0,2,0
112940,INT,4.7,4.9,1.8,302,0,0,1,0
191353,USA,3.4,2.5,4.8,326,0,0,2,1
194073,USA,3.0,3.5,2.3,297,1,0,1,1
179794,INT,2.2,1.7,1.3,301,0,0,2,1
129215,INT,1.8,4.2,2.0,264,1,0,1,1
140447,USA,3.1,4.3,2.5,278,0,1,2,0
124784,USA,3.6,3.8,3.5,294,0,1,2,1
183976,INT,1.6,4.5,1.1,335,1,0,1,0
129056,USA,3.1,1.5,3.1,308,1,0,2,0
106641,INT,1.5,3.3,4.4,289,1,0,1,1
165717,INT,4.5,4.2,3.4,339,0,0,2,1
116159,USA,4.9,4.9,3.3,295,0,0,1,1
105674,USA,2.2,3.1,4.0,267,1,0,2,1
132874,INT,1.7,4.2,4.7,308,0,0,2,1
142120,INT,2.2,2.7,4.4,325,1,0,1,0
128215,INT,2.0,4.0,2.6,300,0,1,1,0
102094,USA,2.5,2.8,4.0,288,1,0,2,1
164067,INT,3.3,4.1,4.5,272,0,1,2,1
198874,INT,2.8,2.0,1.3,279,1,1,1,1
145463,USA,3.9,2.1,3.7,321,0,0,1,0
123774,USA,4.9,2.9,2.1,280,1,1,1,0
131062,INT,2.2,3.7,3.6,338,0,1,1,0
147774,USA,3.0,2.0,2.4,267,0,1,2,0
137842,USA,3.6,2.6,1.9,313,1,1,2,0
115929,USA,4.7,3.4,1.9,282,1,1,1,1
114906,USA,3.8,1.3,3.8,289,1,0,2,1
147340,USA,4.3,1.3,3.6,322,0,0,2,1
111028,INT,2.7,3.9,2.8,306,1,1,1,1
131896,USA,4.1,4.1,1.4,269,0,1,1,1
177660,INT,1.2,1.3,1.3,302,0,1,1,0
126318,USA,4.0,2.6,1.6,270,1,1,2,0
186346,INT,1.5,1.7,4.7,300,0,1,2,0
102767,INT,1.9,2.9,3.6,288,0,0,2,0
100087,INT,5.0,2.6,3.7,278,1,1,2,1
119284,INT,1.4,2.4,5.0,339,1,1,2,1
134429,USA,2.7,4.6,3.7,288,0,0,1,1
130381,USA,2.8,2.5,3.8,329,0,1,1,1
169207,USA,4.2,2.3,1.6,272,0,1,1,1
129875,INT,2.4,3.2,1.4,262,1,0,2,1
177855,USA,4.1,2.0,2.4,324,1,0,1,0
114949,INT,1.2,1.2,2.9,298,0,1,2,0
190260,USA,1.7,4.7,2.5,318,1,1,1,0
125516,INT,2.1,4.7,2.8,334,0,1,1,0
177259,INT,4.7,4.2,2.3,272,0,1,2,1
113205,INT,3.0,1.6,3.0,319,0,1,1,0
111964,INT,1.5,2.5,1.2,312,0,0,2,1
132659,INT,3.8,3.1,4.7,297,0,0,1,0
131861,USA,5.0,1.8,4.2,278,1,1,2,1
189596,INT,3.0,4.7,1.1,338,1,1,1,0
165657,USA,1.4,4.0,2.3,271,1,0,2,0
177103,USA,1.8,2.0,5.0,308,0,0,2,0
139652,INT,1.6,3.8,2.6,288,1,1,1,0
196869,INT,4.7,4.4,3.4,281,0,1,2,0
172663,INT,1.3,3.8,3.3,283,0,0,2,1
107980,INT,3.7,4.4,1.9,328,1,1,2,1
127079,INT,3.5,2.3,2.3,304,0,0,2,1
177671,INT,3.3,2.8,1.1,270,0,1,1,0
113415,INT,3.8,4.5,4.9,293,1,0,2,1
117751,USA,1.8,4.4,2.5,290,1,0,1,0
120563,USA,4.9,4.0,3.1,279,0,1,2,0
194092,USA,2.2,3.8,2.5,274,0,1,1,0
124626,USA,2.3,4.2,1.6,300,1,0,2,1
190280,INT,4.7,3.2,2.7,339,1,0,2,0
121218,INT,3.4,4.5,4.5,266,0,0,1,0
154485,INT,1.6,4.3,3.2,283,0,1,2,1
153954,INT,1.2,4.7,4.3,336,1,1,1,1
134230,INT,3.7,3.6,2.9,279,1,1,1,1
149499,USA,2.6,4.2,1.4,277,0,0,2,0
136875,INT,4.8,4.4,2.0,330,0,1,2,1
150625,INT,3.8,1.5,3.2,275,0,0,2,0
105283,USA,2.2,1.5,1.7,316,0,1,1,0
157017,INT,1.8,2.8,3.3,264,1,0,1,1
161413,USA,1.5,1.2,3.5,322,1,0,2,0
161390,USA,3.0,4.9,4.0,264,1,1,1,0
191287,INT,3.1,2.9,4.2,335,0,1,1,0
140768,USA,1.8,4.9,4.7,331,1,0,1,1
104166,INT,1.6,3.7,2.2,271,0,0,1,0
193715,USA,3.7,3.8,1.7,327,0,0,1,0
176356,USA,3.5,2.7,4.1,277,1,0,1,1
156998,USA,1.9,3.3,3.7,292,0,1,2,0
121613,USA,2.2,2.5,2.1,326,0,0,2,1
172844,INT,2.7,4.3,1.2,318,0,1,1,0
156570,INT,3.0,2.3,4.2,330,0,1,2,1
106284,USA,2.0,2.7,2.8,298,0,0,2,1
177431,INT,1.9,4.4,4.6,333,0,0,1,1
129849,USA,1.6,3.6,3.9,331,1,1,1,1
150599,INT,4.6,2.2,1.4,313,1,0,2,0
112459,USA,2.9,1.4,2.0,276,1,0,1,0
191346,INT,1.2,2.3,2.5,294,0,0,1,1
149196,USA,3.3,1.1,3.2,330,0,0,1,1
163108,INT,3.8,2.4,2.2,276,1,1,1,1
126337,INT,1.8,4.5,1.2,338,0,0,1,0
102340,INT,4.5,1.9,2.0,276,0,1,1,0
118370,INT,1.9,4.4,3.6,326,1,0,1,1
145006,USA,3.6,1.5,4.3,278,0,0,2,0
180617,INT,3.5,4.4,3.5,290,0,1,1,0
131387,INT,3.0,1.3,2.4,324,1,1,2,1
155422,USA,4.8,4.8,1.9,304,1,0,2,1
150380,INT,3.7,4.4,2.0,269,0,1,1,1
181633,INT,1.4,3.9,2.1,299,1,0,2,1
126182,USA,3.1,4.4,1.0,298,1,1,2,0
148162,INT,4.0,4.4,2.5,292,1,0,1,0
129207,INT,1.6,5.0,4.1,299,1,1,1,1
138030,USA,2.2,3.4,5.0,290,0,1,2,1
159509,USA,4.6,2.8,1.1,303,1,0,1,0
183183,INT,2.0,1.5,4.1,291,1,1,1,0
188858,USA,4.5,1.4,4.1,333,1,0,1,1
187746,INT,3.0,3.7,3.4,337,1,1,1,1
194593,USA,3.4,4.2,2.6,325,1,0,2,1
149330,INT,2.6,2.4,1.3,289,0,0,1,1
116270,USA,4.2,3.3,3.3,275,1,1,2,0
142041,USA,4.6,4.5,4.1,291,0,0,2,0
154050,USA,3.3,4.6,1.9,283,1,1,2,0
161097,USA,3.3,1.3,1.1,318,1,1,2,1
175211,INT,2.2,1.2,4.7,327,1,0,2,1
147220,USA,3.0,2.9,4.7,339,0,0,1,1
191657,INT,4.8,1.9,2.1,301,1,0,2,1
169869,INT,1.8,2.3,1.2,333,0,0,1,0
112151,INT,2.6,4.5,2.3,319,0,1,2,1
144386,INT,1.8,4.5,4.6,271,0,1,2,1
136717,USA,1.4,2.5,4.1,320,0,1,2,1
150897,USA,2.8,4.5,4.7,285,0,0,2,0
185992,USA,2.6,3.2,4.8,331,1,1,2,0
178078,INT,2.1,1.6,2.7,294,1,1,1,1
164156,INT,2.6,4.1,4.9,324,0,0,2,0
170693,USA,2.8,3.5,2.4,326,0,1,2,0
155027,INT,4.2,4.2,1.4,325,1,0,1,1
176644,INT,4.3,3.9,1.4,292,1,1,1,1
175663,INT,3.5,2.2,1.1,267,1,0,2,0
146328,USA,1.3,1.3,1.9,262,1,1,1,1
174960,INT,1.2,3.4,2.9,266,1,0,2,0
140255,USA,4.2,2.6,2.5,315,1,0,2,1
119498,USA,2.6,5.0,3.2,280,0,1,1,1
145584,INT,2.8,3.4,2.7,329,0,0,1,0
182431,USA,3.4,1.3,4.7,272,1,1,2,0
178684,USA,1.1,4.8,5.0,329,1,0,2,0
142152,INT,3.9,3.6,3.1,332,0,1,2,1
188610,INT,3.8,2.1,2.3,303,1,1,2,0
180624,USA,3.4,1.2,4.7,273,0,1,2,1
194297,USA,1.1,1.1,1.4,280,1,1,1,0
154094,INT,3.5,2.1,2.8,284,0,0,2,0
141259,INT,4.9,2.3,4.7,327,1,1,1,1
103738,USA,1.1,1.7,4.5,274,0,1,2,1
173260,USA,2.9,1.6,1.6,272,1,0,1,1
109349,INT,1.7,4.8,4.6,280,1,0,2,1
135415,USA,3.0,1.0,4.4,277,0,0,2,0
163389,INT,1.7,4.3,1.4,303,1,0,2,0
184577,USA,2.2,3.0,4.1,289,1,0,2,0
197888,USA,4.6,2.3,3.3,287,1,0,1,0
173123,USA,1.5,3.0,1.1,291,0,0,2,1
144114,USA,3.2,3.8,4.5,262,1,1,1,1
169928,INT,4.0,3.4,3.4,269,0,0,1,1
151687,INT,1.9,2.1,3.3,269,1,0,2,0
154480,USA,4.4,1.3,2.4,299,0,0,1,0
192967,USA,1.4,2.9,4.3,326,0,1,2,1
190898,USA,1.6,4.5,2.3,302,1,0,1,0
188423,USA,4.6,2.1,3.9,272,0,0,2,0
137966,INT,4.6,1.2,2.6,282,1,1,2,1
192091,USA,2.1,2.5,2.4,273,0,1,1,1
152665,INT,1.8,5.0,2.1,325,0,0,1,1
119038,USA,1.2,2.0,1.3,289,1,1,1,1
133697,INT,4.1,2.4,1.9,299,0,1,1,1
129170,USA,2.1,2.1,3.6,271,0,1,1,1
159339,INT,4.5,4.5,1.9,309,1,1,2,0
185612,USA,4.8,2.1,1.9,301,1,1,1,1
185310,USA,4.5,1.4,2.6,329,1,1,1,0
115436,USA,1.1,1.5,4.4,278,0,1,2,1
150375,USA,3.9,1.4,4.5,300,0,0,1,1
109872,INT,1.6,4.7,4.8,285,1,1,2,1
103727,INT,1.5,1.9,2.5,260,0,1,2,0
144918,INT,3.3,3.4,1.9,260,1,1,1,0
171123,USA,4.4,2.8,4.3,293,0,1,1,0
163960,USA,1.9,1.1,3.5,318,1,1,1,1
102761,USA,3.4,2.9,4.4,332,1,1,2,1
147539,USA,1.1,4.8,4.5,303,0,1,1,0
172503,USA,4.0,3.2,4.3,328,0,1,2,0
193964,USA,4.4,1.2,1.8,286,1,0,1,1
187950,USA,1.3,2.0,4.0,286,1,0,2,0
168226,INT,4.4,5.0,3.4,283,1,1,1,0
173825,INT,4.1,2.9,2.6,320,0,1,2,1
137621,INT,3.3,1.4,1.3,286,1,0,2,0
152050,INT,4.7,1.8,3.4,267,1,1,1,1
118119,USA,3.2,3.7,3.5,298,1,0,1,1
158938,USA,4.4,2.3,2.9,295,0,0,1,1
123318,INT,1.9,3.7,3.9,331,0,0,1,0
149516,INT,4.4,2.8,3.0,275,1,1,2,0
121154,USA,2.7,3.4,1.6,325,1,0,2,1
139581,USA,2.0,2.4,1.8,334,1,1,1,1
120822,INT,3.4,2.2,3.1,307,1,1,1,1
183153,INT,1.2,2.4,4.4,270,1,0,1,0
137371,INT,3.1,1.8,4.1,289,1,0,1,0
158421,USA,4.0,3.0,2.9,290,0,0,1,0
179612,USA,1.9,4.3,3.3,274,0,0,1,0
185762,USA,3.8,3.3,2.7,311,1,0,1,1
104741,USA,3.3,3.1,3.0,329,0,1,2,1
148303,INT,3.3,1.7,4.3,291,0,0,1,1
134281,USA,3.5,3.1,2.3,287,1,1,2,0
196112,USA,3.9,2.8,1.0,264,1,1,2,0
197357,USA,4.5,2.9,4.0,301,1,1,1,1
163427,USA,2.8,2.2,4.2,302,0,1,1,0
148135,USA,4.8,2.8,3.1,326,1,1,1,1
191137,USA,3.7,1.4,2.1,281,0,1,1,0
195704,INT,4.0,3.0,1.9,313,0,1,1,1
195990,USA,1.6,3.7,4.9,305,1,1,1,1
184529,USA,1.3,2.2,1.4,272,0,1,2,1
116981,INT,3.0,3.7,4.1,282,1,1,1,0
153853,USA,1.3,4.0,2.2,322,1,1,1,1
134350,INT,1.6,3.5,1.3,285,0,0,2,0
195351,USA,3.6,3.3,4.2,279,1,1,2,0
167260,USA,3.3,4.8,2.7,304,1,1,1,1
144376,USA,3.7,3.2,4.2,275,1,0,1,0
175331,INT,3.5,1.7,2.2,323,0,1,1,0
139720,INT,4.5,3.8,1.5,286,0,1,2,0
152384,USA,4.9,4.3,3.2,308,1,1,1,1
196188,INT,4.1,1.6,4.3,337,1,0,1,1
146875,USA,4.2,2.8,4.0,323,0,0,1,0
192779,USA,1.3,4.0,1.5,267,0,0,2,0
167126,USA,2.9,2.5,2.2,263,1,1,1,0
184878,INT,1.2,1.6,5.0,331,1,1,1,0
141803,USA,2.4,3.5,4.1,324,1,0,2,0
153551,USA,3.3,2.4,4.5,291,1,1,1,0
142915,USA,3.2,4.2,1.4,269,1,1,2,0
155963,INT,4.2,1.2,1.5,264,1,1,1,1
165322,INT,2.4,2.1,1.4,304,0,0,2,0
127417,USA,3.3,2.9,1.6,275,1,1,2,1
155939,INT,1.2,4.3,3.8,309,0,0,2,0
143668,USA,5.0,4.7,3.4,290,0,0,2,1
137571,USA,5.0,5.0,1.0,270,1,1,1,1
123654,INT,2.3,2.0,2.6,280,0,0,2,0
179906,USA,4.5,1.4,4.2,321,1,0,1,0
142460,USA,3.2,1.3,1.4,296,0,0,2,0
195705,INT,1.7,1.0,3.7,282,0,0,1,1
114186,INT,1.0,4.2,4.6,268,0,0,2,1
156369,USA,2.5,3.9,3.3,271,1,0,2,1
161072,INT,2.5,2.9,4.9,263,0,0,1,0
143285,INT,4.8,4.5,1.4,264,1,0,1,0
178738,INT,3.6,3.1,1.0,320,1,1,2,1
169190,USA,1.6,1.5,3.3,335,1,0,1,1
103566,USA,4.5,2.5,1.5,279,1,0,2,0
184825,INT,4.8,4.6,4.2,304,1,1,1,1
114698,INT,3.0,2.3,4.1,331,0,1,1,1
123244,INT,4.4,4.9,1.0,310,0,1,2,1
195966,INT,4.3,4.9,2.9,295,1,0,1,1
160734,USA,2.5,4.6,1.7,292,0,1,2,0
130183,INT,1.2,3.5,2.5,296,0,0,2,1
188504,USA,2.2,2.7,2.5,299,1,1,1,0
191990,USA,3.8,3.8,3.9,291,1,1,2,1
159532,INT,3.2,3.2,3.2,337,1,0,1,0
113783,INT,1.3,2.8,4.4,271,0,1,2,1
150429,INT,4.6,2.5,1.2,317,1,1,2,0
127765,INT,1.3,3.5,4.2,263,0,1,1,1
174366,USA,4.7,2.7,1.7,266,0,0,1,0
103905,INT,4.1,4.0,4.9,296,0,0,1,1
113747,USA,3.8,4.9,2.7,297,1,1,1,0
147916,USA,1.4,1.6,2.2,301,1,1,2,1
157464,INT,3.7,1.3,5.0,319,0,0,1,0
108660,USA,1.2,3.8,3.6,260,1,1,1,0
157189,USA,1.5,5.0,3.8,338,0,0,1,0
123405,USA,4.3,4.2,3.5,312,0,1,2,0
171479,INT,4.7,4.5,1.0,329,1,1,1,0
167266,USA,3.2,3.4,3.7,312,0,0,2,0
190394,INT,3.8,3.2,1.2,282,1,0,1,1
162113,USA,1.3,3.8,2.0,273,1,0,1,1
102853,INT,2.5,1.5,4.6,289,1,1,2,1
124948,INT,1.6,2.9,1.8,318,0,1,1,1
139684,INT,3.2,3.5,4.7,315,1,0,2,1
152982,INT,4.8,3.3,4.1,287,0,0,2,0
149054,INT,1.8,1.5,3.0,277,0,1,2,0
102705,INT,2.7,1.8,3.5,329,1,1,1,1
139209,USA,1.5,2.3,2.4,267,1,1,1,1
129621,USA,1.2,3.7,1.4,320,1,1,1,1
101738,INT,4.8,1.3,2.2,264,0,1,2,1
131471,INT,4.8,1.7,4.8,315,1,0,1,0
105054,INT,1.8,2.1,1.6,270,0,1,1,1
175408,USA,3.5,1.8,2.0,307,0,0,1,0
177292,INT,2.9,2.3,4.9,296,0,0,1,1
166842,INT,2.6,4.3,4.9,265,1,1,1,1
189958,INT,1.3,2.6,2.1,303,1,1,1,0
152276,USA,1.5,2.5,2.0,263,1,0,1,1
173467,INT,1.3,2.5,3.1,278,0,0,1,1
189922,INT,2.0,3.7,3.9,289,0,1,1,0
133421,USA,1.2,3.9,4.5,297,1,1,1,0
163790,USA,3.0,3.3,1.4,303,1,1,2,0
177508,INT,2.3,3.0,2.4,273,1,0,2,0
106170,INT,1.3,1.2,3.4,268,1,1,1,1
156426,USA,1.2,4.7,2.3,332,1,1,1,0
153699,USA,4.4,3.2,1.5,261,0,0,1,0
168148,USA,2.2,4.2,2.4,273,1,0,2,0
125548,INT,1.9,2.7,4.8,271,0,1,2,1
109032,USA,1.0,2.2,4.4,321,0,1,1,1
139938,INT,3.9,4.8,1.1,288,1,1,1,1
191659,INT,5.0,1.9,4.2,295,0,0,2,0
177783,INT,3.3,4.2,1.6,260,0,0,1,1
111054,INT,4.0,1.1,4.6,308,1,1,1,0
